,WHOLE_TIME,CITY,TIMES,LATITUDE,LONGITUDE,STATION_ID,LIGHT,Temperature,WS,RH,Precp,ROAD_TYPE_SUB1,SIGNAL_TYPE,VEHICLE_MAIN,OBJ_GENDER,OBJ_AGE,CAMERA_ID,EQUIP_TYPE
30,14,新北市,3,25.08219591,121.4402784,C0AI00,日間自然光線,27.6,3.5,0.86,0.00,交岔路,行車管制號誌,機車,女,中年,,
31,14,新北市,1,25.01571245,121.4736921,C0AD40,日間自然光線,29.5,0.6,0.79,0.00,交岔路,行車管制號誌,機車,女,中年,,
32,14,新北市,1,25.02248287,121.4681623,C0AD40,日間自然光線,29.5,0.6,0.79,0.00,交岔路,無號誌,機車,女,中年,NP0044,路口多功能違規科技執法
33,14,新北市,1,25.0611073,121.4929204,C0AI30,日間自然光線,31.1,1.4,0.59,0.00,交岔路,行車管制號誌,機車,女,中年,NP0814,移動式測速設備執法地點
34,14,新北市,2,25.04740904,121.4750063,C0AI30,日間自然光線,31.1,1.4,0.59,0.00,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,NP0776,移動式測速設備執法地點
35,14,新北市,1,25.08172062,121.4759997,C0AD30,日間自然光線,31.7,2.2,0.59,0.00,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,,
36,14,新北市,2,25.06861458,121.4666482,C0AD30,日間自然光線,31.7,2.2,0.59,0.00,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,,
37,14,新北市,2,25.00338382,121.5228644,C0AH10,日間自然光線,30.2,0.8,0.74,0.00,交岔路,行車管制號誌,機車,女,中年,,
38,14,新北市,1,25.01263517,121.4600529,C0AD40,日間自然光線,29.5,0.6,0.79,0.00,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,NP0017,違規停車科技執法
39,14,新北市,1,25.06230393,121.4978686,C0AI30,日間自然光線,31.1,1.4,0.59,0.00,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,,
40,14,新北市,1,24.99364352,121.4808344,C0AG80,日間自然光線,29.7,1.0,0.78,0.00,交岔路,行車管制號誌,機車,女,中年,NP0717,移動式測速設備執法地點
41,14,臺北市,3,25.12293204,121.471426,C0A980,日間自然光線,30.6,1.3,0.73,0.00,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,TP0177,路口多功能違規科技執法
42,14,臺北市,2,25.0479383,121.5208101,C0AI30,日間自然光線,31.1,1.4,0.59,0.00,交岔路,行車管制號誌,機車,女,中年,TP0167,路口多功能違規科技執法
43,14,臺北市,5,25.03872715,121.517952,C0AI30,日間自然光線,31.1,1.4,0.59,0.00,圓環廣場,行車管制號誌,機車,女,中年,TP0691,移動式測速設備執法地點
44,14,臺北市,2,25.0500407,121.5105103,C0AI30,日間自然光線,31.1,1.4,0.59,0.00,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,TP0489,移動式測速設備執法地點
45,14,臺北市,4,25.06283415,121.5182188,C0AI30,日間自然光線,31.1,1.4,0.59,0.00,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,TP0162,路口多功能違規科技執法
46,14,臺北市,5,25.10165814,121.51244,C0A770,日間自然光線,31.4,1.6,0.57,0.00,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,TP0178,路口多功能違規科技執法
47,14,臺北市,2,25.06844932,121.5228428,C0AI30,日間自然光線,31.1,1.4,0.59,0.00,交岔路,行車管制號誌,機車,女,中年,,
48,14,臺北市,2,25.03302963,121.5596135,C0AC70,日間自然光線,30.6,0.1,0.58,0.00,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,TP0683,移動式測速設備執法地點
49,14,臺北市,6,25.0630717,121.5112156,C0AI30,日間自然光線,31.1,1.4,0.59,0.00,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,TP0163,路口多功能違規科技執法
50,14,臺北市,1,25.03274945,121.5683183,C0AC70,日間自然光線,30.6,0.1,0.58,0.00,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,TP0413,移動式測速設備執法地點
51,14,臺北市,1,25.06247674,121.5372629,C0AH70,日間自然光線,31.0,1.3,0.52,0.00,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,TP0166,路口多功能違規科技執法
52,14,臺北市,1,25.02571421,121.5163042,C0AI30,日間自然光線,31.1,1.4,0.59,0.00,交岔路,行車管制號誌,機車,女,中年,TP0505,移動式測速設備執法地點
53,14,臺北市,1,25.06288338,121.522695,C0AI30,日間自然光線,31.1,1.4,0.59,0.00,交岔路,行車管制號誌,機車,女,中年,,
54,14,臺北市,1,25.02427182,121.5523709,C0AC70,日間自然光線,30.6,0.1,0.58,0.00,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,TP0170,路口多功能違規科技執法
55,14,臺北市,1,24.9877986,121.5523421,C0AC80,日間自然光線,29.6,0.0,0.69,0.00,交岔路,行車管制號誌,機車,女,中年,TP0180,路口多功能違規科技執法
56,14,臺北市,2,25.06292449,121.5147413,C0AI30,日間自然光線,31.1,1.4,0.59,0.00,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,TP0164,路口多功能違規科技執法
57,14,臺北市,6,25.05068561,121.5082313,C0AI30,日間自然光線,31.1,1.4,0.59,0.00,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,TP0160,路口多功能違規科技執法
58,14,臺北市,1,25.0193343,121.546654,C0AC70,日間自然光線,30.6,0.1,0.58,0.00,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,TP0172,路口多功能違規科技執法
59,14,臺北市,1,25.08412944,121.5493467,C0A9F0,日間自然光線,31.4,1.5,0.55,0.00,交岔路,行車管制號誌,機車,女,中年,TP0681,移動式測速設備執法地點
60,14,臺北市,1,25.12276663,121.4713944,C0A980,日間自然光線,30.6,1.3,0.73,0.00,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,TP0177,路口多功能違規科技執法
61,14,臺北市,2,25.09606487,121.5139209,C0A770,日間自然光線,31.4,1.6,0.57,0.00,交岔路,行車管制號誌,機車,女,中年,,
62,14,臺北市,1,25.08630127,121.550197,C0A9F0,日間自然光線,31.4,1.5,0.55,0.00,圓環廣場,無號誌,機車,女,中年,TP0165,路口多功能違規科技執法
63,14,臺北市,1,25.03839324,121.501757,C0AI30,日間自然光線,31.1,1.4,0.59,0.00,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,,
64,14,臺北市,2,25.04790704,121.5242038,C0AI30,日間自然光線,31.1,1.4,0.59,0.00,交岔路,行車管制號誌,機車,女,中年,TP0607,移動式測速設備執法地點
65,14,臺北市,1,25.04473921,121.5369363,C0AH70,日間自然光線,31.0,1.3,0.52,0.00,交岔路,行車管制號誌,機車,女,中年,TP0168,路口多功能違規科技執法
66,14,臺北市,1,25.01091914,121.5372775,C0AH10,日間自然光線,30.2,0.8,0.74,0.00,圓環廣場,行車管制號誌,機車,女,中年,TP0407,移動式測速設備執法地點
67,14,臺北市,1,25.07994637,121.5471085,C0A9F0,日間自然光線,31.4,1.5,0.55,0.00,交岔路,行車管制號誌,機車,女,中年,TP0365,移動式測速設備執法地點
68,14,臺北市,1,25.02554986,121.5374335,C0AI30,日間自然光線,31.1,1.4,0.59,0.00,交岔路,行車管制號誌,機車,女,中年,TP0227,移動式測速設備執法地點
69,14,臺北市,1,25.08656881,121.5093472,C0A770,日間自然光線,31.4,1.6,0.57,0.00,交岔路,無號誌,機車,女,中年,TP0176,路口多功能違規科技執法
70,14,臺北市,1,25.03666442,121.5080003,C0AI30,日間自然光線,31.1,1.4,0.59,0.00,交岔路,行車管制號誌,機車,女,中年,TP0421,移動式測速設備執法地點
71,14,桃園市,5,24.95698158,121.2592043,C0C700,日間自然光線,27.1,1.8,0.85,0.00,交岔路,行車管制號誌,機車,女,中年,,
72,14,桃園市,4,24.95151117,121.24044,C0C700,日間自然光線,27.1,1.8,0.85,0.00,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,TY0192,路口多功能違規科技執法
73,14,桃園市,2,25.00221511,121.2867732,C0C480,日間自然光線,27.7,0.0,0.82,0.00,交岔路,行車管制號誌,機車,女,中年,TY0181,路口多功能違規科技執法
74,14,桃園市,3,24.95706061,121.2482547,C0C700,日間自然光線,27.1,1.8,0.85,0.00,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,TY0191,路口多功能違規科技執法
75,14,桃園市,1,24.95772029,121.249125,C0C700,日間自然光線,27.1,1.8,0.85,0.00,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,TY0190,路口多功能違規科技執法
76,14,桃園市,3,24.87719056,121.2427308,C0C670,日間自然光線,26.6,1.6,0.82,0.00,交岔路,行車管制號誌,機車,女,中年,,
77,14,桃園市,1,25.00695214,121.29251,C0C480,日間自然光線,27.7,0.0,0.82,0.00,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,TY0004,固定式交通違規照相路段
78,14,桃園市,1,24.96419548,121.3003825,C0C480,日間自然光線,27.7,0.0,0.82,0.00,交岔路,行車管制號誌,機車,女,中年,TY0450,路口多功能違規科技執法
79,14,桃園市,1,25.0150405,121.3064359,C0C480,日間自然光線,27.7,0.0,0.82,0.00,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,TY0424,路口多功能違規科技執法
80,14,桃園市,2,24.92360405,121.2956959,C0C490,日間自然光線,27.1,1.3,0.82,0.00,交岔路,行車管制號誌,機車,女,中年,,
81,14,桃園市,1,25.00558518,121.2904657,C0C480,日間自然光線,27.7,0.0,0.82,0.00,交岔路,行車管制號誌,機車,女,中年,TY0005,固定式交通違規照相路段
82,14,桃園市,2,24.98834146,121.3069781,C0C480,日間自然光線,27.7,0.0,0.82,0.00,交岔路,無號誌,機車,女,中年,TY0179,路口多功能違規科技執法
83,14,桃園市,1,24.95078721,121.2182635,C0C700,日間自然光線,27.1,1.8,0.85,0.00,交岔路,行車管制號誌,機車,女,中年,TY0034,固定式交通違規照相路段
84,14,桃園市,2,24.95914435,121.2245314,C0C700,日間自然光線,27.1,1.8,0.85,0.00,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,TY0201,路口多功能違規科技執法
85,14,桃園市,2,24.96704624,121.2444182,C0C700,日間自然光線,27.1,1.8,0.85,0.00,交岔路,行車管制號誌,機車,女,中年,TY0134,路口多功能違規科技執法
86,14,桃園市,1,24.93298897,121.2147537,C0C650,日間自然光線,26.9,1.0,0.82,0.00,交岔路,行車管制號誌,機車,女,中年,,
87,14,桃園市,2,24.9623927,121.2229883,C0C700,日間自然光線,27.1,1.8,0.85,0.00,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,,
88,14,桃園市,1,24.98375794,121.1886834,C0C590,日間自然光線,27.1,0.8,0.87,0.00,交岔路,行車管制號誌,機車,女,中年,TY0197,路口多功能違規科技執法
89,14,桃園市,1,24.98609587,121.2384716,C0C700,日間自然光線,27.1,1.8,0.85,0.00,交岔路,無號誌,機車,女,中年,TY0202,路口多功能違規科技執法
90,14,桃園市,2,24.99886697,121.3084342,C0C480,日間自然光線,27.7,0.0,0.82,0.00,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,,
91,14,桃園市,1,24.98703866,121.2221987,C0C700,日間自然光線,27.1,1.8,0.85,0.00,交岔路,行車管制號誌,機車,女,中年,TY0014,固定式交通違規照相路段
92,14,桃園市,2,24.9555837,121.2355003,C0C700,日間自然光線,27.1,1.8,0.85,0.00,交岔路,行車管制號誌,機車,女,中年,,
93,14,桃園市,1,24.9576228,121.2992226,C0C490,日間自然光線,27.1,1.3,0.82,0.00,交岔路,行車管制號誌,機車,女,中年,TY0241,路口多功能違規科技執法
94,14,桃園市,1,24.94312817,121.2226697,C0C650,日間自然光線,26.9,1.0,0.82,0.00,交岔路,無號誌,機車,女,中年,TY0036,固定式交通違規照相路段
95,14,桃園市,1,24.89161645,121.2123703,C0C650,日間自然光線,26.9,1.0,0.82,0.00,交岔路,行車管制號誌,機車,女,中年,TY0029,固定式交通違規照相路段
96,14,桃園市,1,24.95296686,121.2214273,C0C700,日間自然光線,27.1,1.8,0.85,0.00,交岔路,行車管制號誌,機車,女,中年,,
97,14,桃園市,1,25.05478026,121.2227482,C0C620,日間自然光線,27.7,1.6,0.83,0.00,交岔路,行車管制號誌,機車,女,中年,,
98,14,桃園市,1,24.98835073,121.3070597,C0C480,日間自然光線,27.7,0.0,0.82,0.00,交岔路,無號誌,機車,女,中年,TY0179,路口多功能違規科技執法
99,14,桃園市,1,24.91179999,121.2378337,C0C650,日間自然光線,26.9,1.0,0.82,0.00,單路部分,無號誌,機車,女,中年,,
100,14,桃園市,1,25.00195147,121.363721,C0C680,日間自然光線,26.2,3.0,0.85,0.00,交岔路,行車管制號誌,機車,女,中年,,
101,14,桃園市,1,24.97377152,121.1984211,C0C700,日間自然光線,27.1,1.8,0.85,0.00,交岔路,行車管制號誌,機車,女,中年,TY0282,移動式測速設備執法地點
102,14,桃園市,2,24.9820529,121.3076385,C0C480,日間自然光線,27.7,0.0,0.82,0.00,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,TY0180,路口多功能違規科技執法
103,14,桃園市,1,25.0007816,121.314119,C0C480,日間自然光線,27.7,0.0,0.82,0.00,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,TY0278,移動式測速設備執法地點
104,14,桃園市,1,24.9784728,121.3038721,C0C480,日間自然光線,27.7,0.0,0.82,0.00,交岔路,行車管制號誌,機車,女,中年,,
105,14,桃園市,1,24.99106653,121.3149981,C0C480,日間自然光線,27.7,0.0,0.82,0.00,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,TY0183,路口多功能違規科技執法
106,14,桃園市,1,24.94807598,121.2351215,C0C700,日間自然光線,27.1,1.8,0.85,0.00,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,TY0297,移動式測速設備執法地點
107,14,桃園市,1,24.94825838,121.2838075,C0C490,日間自然光線,27.1,1.3,0.82,0.00,交岔路,行車管制號誌,機車,女,中年,TY0248,路口多功能違規科技執法
108,14,桃園市,1,24.99059056,121.3154407,C0C480,日間自然光線,27.7,0.0,0.82,0.00,交岔路,無號誌,機車,女,中年,TY0183,路口多功能違規科技執法
109,14,桃園市,1,24.92916061,121.2844732,C0C490,日間自然光線,27.1,1.3,0.82,0.00,交岔路,行車管制號誌,機車,女,中年,TY0249,路口多功能違規科技執法
110,14,桃園市,1,24.95681572,121.2931384,C0C490,日間自然光線,27.1,1.3,0.82,0.00,交岔路,閃光號誌,機車,女,中年,,
111,14,臺南市,6,23.02342045,120.2158873,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,TN0112,路口多功能違規科技執法
112,14,臺南市,1,22.99822518,120.1978346,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,TN0067,固定式交通違規照相路段
113,14,臺南市,1,23.01634623,120.2107084,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,,
114,14,臺南市,1,23.01351615,120.2120501,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,TN0087,固定式交通違規照相路段
115,14,臺南市,1,22.98335086,120.219977,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,,
116,14,臺南市,1,22.95906327,120.1839496,C0X110,日間自然光線,25.8,4.8,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,TN0099,固定式交通違規照相路段
117,14,臺南市,1,22.99883485,120.2113845,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,閃光號誌,機車,女,中年,TN0068,固定式交通違規照相路段
118,14,臺南市,1,23.01546303,120.210099,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,TN0087,固定式交通違規照相路段
119,14,臺南市,1,22.98135191,120.2036925,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,TN0124,路口多功能違規科技執法
120,14,臺南市,1,23.01068506,120.2107746,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,,
121,14,臺南市,2,22.99239758,120.2178328,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,,
122,14,臺南市,2,23.02365925,120.2182978,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,TN0110,路口多功能違規科技執法
123,14,臺南市,1,22.97523851,120.203915,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,,
124,14,臺南市,4,23.02288865,120.2193551,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,閃光號誌,機車,女,中年,TN0110,路口多功能違規科技執法
125,14,臺南市,1,23.01477223,120.2130956,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,TN0087,固定式交通違規照相路段
126,14,臺南市,2,23.011652,120.2005492,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,TN0129,路口多功能違規科技執法
127,14,臺南市,1,22.99043876,120.1977903,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,TN0114,路口多功能違規科技執法
128,14,臺南市,1,22.99482149,120.2084503,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,TN0109,路口多功能違規科技執法
129,14,臺南市,1,23.02026253,120.1993281,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,TN0086,固定式交通違規照相路段
130,14,臺南市,1,23.00764556,120.2207792,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,TN0126,路口多功能違規科技執法
131,14,臺南市,1,22.98212557,120.2159037,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,,
132,14,臺南市,1,23.03624653,120.21365,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,,
133,14,臺南市,1,23.01809586,120.1931932,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,TN0116,路口多功能違規科技執法
134,14,臺南市,1,22.9433498,120.2498509,C0X160,日間自然光線,-99,-99,-99,11.00,交岔路,行車管制號誌,機車,女,中年,,
135,14,臺南市,1,23.0097812,120.1938852,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,,
136,14,臺南市,3,22.99629403,120.218151,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,,
137,14,臺南市,3,23.02351709,120.2181863,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,TN0110,路口多功能違規科技執法
138,14,臺南市,3,22.99440539,120.2131461,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,TN0130,違規停車科技執法
139,14,臺南市,1,23.00100192,120.2087308,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,TN0127,路口多功能違規科技執法
140,14,臺南市,2,23.01348512,120.2308357,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,TN0107,路口多功能違規科技執法
141,14,臺南市,1,23.01901006,120.2412296,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,,
142,14,臺南市,1,22.99082643,120.1979629,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,無號誌,機車,女,中年,TN0114,路口多功能違規科技執法
143,14,臺南市,3,23.00404291,120.2135892,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,TN0090,固定式交通違規照相路段
144,14,臺南市,1,22.99868332,120.2506221,C0X160,日間自然光線,-99,-99,-99,11.00,交岔路,行車管制號誌,機車,女,中年,TN0058,固定式交通違規照相路段
145,14,臺南市,1,22.9927831,120.2341071,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,TN0062,固定式交通違規照相路段
146,14,臺南市,2,22.9811593,120.2295135,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,TN0066,固定式交通違規照相路段
147,14,臺南市,1,22.99849545,120.2347801,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,,
148,14,臺南市,1,22.99110527,120.2245352,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,TN0123,路口多功能違規科技執法
149,14,臺南市,1,22.98329387,120.2264819,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,,
150,14,高雄市,5,22.5957565,120.3163398,C0V890,日間自然光線,25.3,6.3,0.97,31.50,交岔路,行車管制號誌,機車,女,中年,KH0293,固定式交通違規照相路段
151,14,高雄市,1,22.6447234,120.314352,C0V700,日間自然光線,25.2,3.2,0.93,14.00,交岔路,行車管制號誌,機車,女,中年,KH0150,固定式交通違規照相路段
152,14,高雄市,3,22.62469049,120.3423084,C0V710,日間自然光線,25.6,3.9,0.96,17.50,交岔路,行車管制號誌,機車,女,中年,KH0332,固定式交通違規照相路段
153,14,高雄市,2,22.58043524,120.3290718,C0V890,日間自然光線,25.3,6.3,0.97,31.50,交岔路,行車管制號誌,機車,女,中年,KH0123,路口多功能違規科技執法
154,14,高雄市,2,22.62756163,120.3015267,C0V490,日間自然光線,25.6,3.1,0.96,14.00,交岔路,行車管制號誌,機車,女,中年,,
155,14,高雄市,3,22.63921716,120.3279612,C0V700,日間自然光線,25.2,3.2,0.93,14.00,交岔路,行車管制號誌,機車,女,中年,,
156,14,高雄市,3,22.59276923,120.3187741,C0V890,日間自然光線,25.3,6.3,0.97,31.50,交岔路,行車管制號誌,機車,女,中年,KH0139,路口多功能違規科技執法
